lat,lon,year,scenario,variable,anom
29.685863874345543,242.5,1980,historical,tas,-2.4659786224365234
29.685863874345543,245.0,1980,historical,tas,-2.3610973358154297
29.685863874345543,247.5,1980,historical,tas,-2.7597007751464844
29.685863874345543,250.0,1980,historical,tas,-2.6990108489990234
29.685863874345543,252.5,1980,historical,tas,-3.0858335494995117
29.685863874345543,255.0,1980,historical,tas,-2.74365234375
29.685863874345543,257.5,1980,historical,tas,-2.6660804748535156
29.685863874345543,260.0,1980,historical,tas,-2.461669921875
29.685863874345543,262.5,1980,historical,tas,-2.219024658203125
29.685863874345543,265.0,1980,historical,tas,-2.4411258697509766
29.685863874345543,267.5,1980,historical,tas,-2.4747314453125
29.685863874345543,270.0,1980,historical,tas,-2.3168506622314453
29.685863874345543,272.5,1980,historical,tas,-2.3477115631103516
29.685863874345543,275.0,1980,historical,tas,-2.1477909088134766
29.685863874345543,277.5,1980,historical,tas,-1.996673583984375
29.685863874345543,280.0,1980,historical,tas,-1.9028816223144531
29.685863874345543,282.5,1980,historical,tas,-1.7064990997314453
29.685863874345543,285.0,1980,historical,tas,-1.7263622283935547
29.685863874345543,287.5,1980,historical,tas,-1.7543563842773438
29.685863874345543,290.0,1980,historical,tas,-1.784830093383789
29.685863874345543,292.5,1980,historical,tas,-1.8466968536376953
31.570680628272257,235.0,1980,historical,tas,-2.3162660598754883
31.570680628272257,237.5,1980,historical,tas,-2.46481990814209
31.570680628272257,240.0,1980,historical,tas,-2.4815549850463867
31.570680628272257,242.5,1980,historical,tas,-2.525798797607422
31.570680628272257,245.0,1980,historical,tas,-2.977367401123047
31.570680628272257,247.5,1980,historical,tas,-2.9056453704833984
31.570680628272257,250.0,1980,historical,tas,-2.831655502319336
31.570680628272257,252.5,1980,historical,tas,-2.8319778442382812
31.570680628272257,255.0,1980,historical,tas,-2.4234390258789062
31.570680628272257,257.5,1980,historical,tas,-2.718994140625
31.570680628272257,260.0,1980,historical,tas,-1.9957542419433594
31.570680628272257,262.5,1980,historical,tas,-1.8688011169433594
31.570680628272257,265.0,1980,historical,tas,-2.434581756591797
31.570680628272257,267.5,1980,historical,tas,-2.4105968475341797
31.570680628272257,270.0,1980,historical,tas,-2.166330337524414
31.570680628272257,272.5,1980,historical,tas,-2.315885543823242
31.570680628272257,275.0,1980,historical,tas,-2.001821517944336
31.570680628272257,277.5,1980,historical,tas,-1.9217338562011719
31.570680628272257,280.0,1980,historical,tas,-1.9790458679199219
31.570680628272257,282.5,1980,historical,tas,-1.8314971923828125
31.570680628272257,285.0,1980,historical,tas,-1.7564258575439453
31.570680628272257,287.5,1980,historical,tas,-1.8115577697753906
31.570680628272257,290.0,1980,historical,tas,-1.8699417114257812
31.570680628272257,292.5,1980,historical,tas,-1.9266700744628906
33.455497382198956,235.0,1980,historical,tas,-2.1669559478759766
33.455497382198956,237.5,1980,historical,tas,-2.320798873901367
33.455497382198956,240.0,1980,historical,tas,-2.393148422241211
33.455497382198956,242.5,1980,historical,tas,-2.592348098754883
33.455497382198956,245.0,1980,historical,tas,-3.125783920288086
33.455497382198956,247.5,1980,historical,tas,-2.960866928100586
33.455497382198956,250.0,1980,historical,tas,-2.9358768463134766
33.455497382198956,252.5,1980,historical,tas,-2.4851226806640625
33.455497382198956,255.0,1980,historical,tas,-2.8152027130126953
33.455497382198956,257.5,1980,historical,tas,-2.509561538696289
33.455497382198956,260.0,1980,historical,tas,-2.1106929779052734
33.455497382198956,262.5,1980,historical,tas,-2.0662670135498047
33.455497382198956,265.0,1980,historical,tas,-2.457975387573242
33.455497382198956,267.5,1980,historical,tas,-2.653858184814453
33.455497382198956,270.0,1980,historical,tas,-2.4560203552246094
33.455497382198956,272.5,1980,historical,tas,-2.2209014892578125
33.455497382198956,275.0,1980,historical,tas,-2.183319091796875
33.455497382198956,277.5,1980,historical,tas,-2.1055908203125
33.455497382198956,280.0,1980,historical,tas,-1.9854774475097656
33.455497382198956,282.5,1980,historical,tas,-1.9376811981201172
33.455497382198956,285.0,1980,historical,tas,-1.8105087280273438
33.455497382198956,287.5,1980,historical,tas,-1.8244705200195312
33.455497382198956,290.0,1980,historical,tas,-1.8927001953125
33.455497382198956,292.5,1980,historical,tas,-1.9411869049072266
35.340314136125656,235.0,1980,historical,tas,-2.0085830688476562
35.340314136125656,237.5,1980,historical,tas,-2.1357574462890625
35.340314136125656,240.0,1980,historical,tas,-3.0086727142333984
35.340314136125656,242.5,1980,historical,tas,-3.2785205841064453
35.340314136125656,245.0,1980,historical,tas,-3.2602176666259766
35.340314136125656,247.5,1980,historical,tas,-3.0408859252929688
35.340314136125656,250.0,1980,historical,tas,-2.8837461471557617
35.340314136125656,252.5,1980,historical,tas,-3.0621566772460938
35.340314136125656,255.0,1980,historical,tas,-2.941263198852539
35.340314136125656,257.5,1980,historical,tas,-2.9514102935791016
35.340314136125656,260.0,1980,historical,tas,-2.3690414428710938
35.340314136125656,262.5,1980,historical,tas,-2.3671875
35.340314136125656,265.0,1980,historical,tas,-2.5826797485351562
35.340314136125656,267.5,1980,historical,tas,-2.8416004180908203
35.340314136125656,270.0,1980,historical,tas,-2.652740478515625
35.340314136125656,272.5,1980,historical,tas,-2.5793304443359375
35.340314136125656,275.0,1980,historical,tas,-2.489760398864746
35.340314136125656,277.5,1980,historical,tas,-2.416008949279785
35.340314136125656,280.0,1980,historical,tas,-2.411561965942383
35.340314136125656,282.5,1980,historical,tas,-2.2867469787597656
35.340314136125656,285.0,1980,historical,tas,-1.9492111206054688
35.340314136125656,287.5,1980,historical,tas,-1.8938674926757812
35.340314136125656,290.0,1980,historical,tas,-1.8882999420166016
35.340314136125656,292.5,1980,historical,tas,-1.9053516387939453
37.225130890052355,235.0,1980,historical,tas,-1.948460578918457
37.225130890052355,237.5,1980,historical,tas,-2.145747184753418
37.225130890052355,240.0,1980,historical,tas,-3.6899852752685547
37.225130890052355,242.5,1980,historical,tas,-3.693903923034668
37.225130890052355,245.0,1980,historical,tas,-3.5857458114624023
37.225130890052355,247.5,1980,historical,tas,-3.2252559661865234
37.225130890052355,250.0,1980,historical,tas,-3.4380922317504883
37.225130890052355,252.5,1980,historical,tas,-4.016571044921875
37.225130890052355,255.0,1980,historical,tas,-3.3232574462890625
37.225130890052355,257.5,1980,historical,tas,-3.5475645065307617
37.225130890052355,260.0,1980,historical,tas,-3.432061195373535
37.225130890052355,262.5,1980,historical,tas,-3.1446685791015625
37.225130890052355,265.0,1980,historical,tas,-3.2653884887695312
37.225130890052355,267.5,1980,historical,tas,-3.2306909561157227
37.225130890052355,270.0,1980,historical,tas,-3.0994768142700195
37.225130890052355,272.5,1980,historical,tas,-2.6944570541381836
37.225130890052355,275.0,1980,historical,tas,-2.6913204193115234
37.225130890052355,277.5,1980,historical,tas,-2.555025100708008
37.225130890052355,280.0,1980,historical,tas,-2.5643138885498047
37.225130890052355,282.5,1980,historical,tas,-2.458979606628418
37.225130890052355,285.0,1980,historical,tas,-2.176025390625
37.225130890052355,287.5,1980,historical,tas,-1.991434097290039
37.225130890052355,290.0,1980,historical,tas,-1.9385204315185547
37.225130890052355,292.5,1980,historical,tas,-1.9114398956298828
39.10994764397907,235.0,1980,historical,tas,-1.9657764434814453
39.10994764397907,237.5,1980,historical,tas,-2.842251777648926
39.10994764397907,240.0,1980,historical,tas,-3.551027297973633
39.10994764397907,242.5,1980,historical,tas,-3.7167463302612305
39.10994764397907,245.0,1980,historical,tas,-3.7688465118408203
39.10994764397907,247.5,1980,historical,tas,-3.650789260864258
39.10994764397907,250.0,1980,historical,tas,-3.909189224243164
39.10994764397907,252.5,1980,historical,tas,-4.458477973937988
39.10994764397907,255.0,1980,historical,tas,-4.137415409088135
39.10994764397907,257.5,1980,historical,tas,-4.123571395874023
39.10994764397907,260.0,1980,historical,tas,-4.129522323608398
39.10994764397907,262.5,1980,historical,tas,-3.941065788269043
39.10994764397907,265.0,1980,historical,tas,-4.002079963684082
39.10994764397907,267.5,1980,historical,tas,-3.8875322341918945
39.10994764397907,270.0,1980,historical,tas,-3.212510108947754
39.10994764397907,272.5,1980,historical,tas,-2.8712453842163086
39.10994764397907,275.0,1980,historical,tas,-2.643008232116699
39.10994764397907,277.5,1980,historical,tas,-2.657435417175293
39.10994764397907,280.0,1980,historical,tas,-2.5563430786132812
39.10994764397907,282.5,1980,historical,tas,-2.649020195007324
39.10994764397907,285.0,1980,historical,tas,-2.380173683166504
39.10994764397907,287.5,1980,historical,tas,-2.0991687774658203
39.10994764397907,290.0,1980,historical,tas,-1.9776802062988281
39.10994764397907,292.5,1980,historical,tas,-1.8955192565917969
40.994764397905755,235.0,1980,historical,tas,-2.131657600402832
40.994764397905755,237.5,1980,historical,tas,-3.3675155639648438
40.994764397905755,240.0,1980,historical,tas,-3.6327381134033203
40.994764397905755,242.5,1980,historical,tas,-3.6988067626953125
40.994764397905755,245.0,1980,historical,tas,-3.8741655349731445
40.994764397905755,247.5,1980,historical,tas,-4.1399946212768555
40.994764397905755,250.0,1980,historical,tas,-4.624974250793457
40.994764397905755,252.5,1980,historical,tas,-4.605198860168457
40.994764397905755,255.0,1980,historical,tas,-4.673759937286377
40.994764397905755,257.5,1980,historical,tas,-4.206382751464844
40.994764397905755,260.0,1980,historical,tas,-4.455141067504883
40.994764397905755,262.5,1980,historical,tas,-4.5636396408081055
40.994764397905755,265.0,1980,historical,tas,-4.657374382019043
40.994764397905755,267.5,1980,historical,tas,-4.2985382080078125
40.994764397905755,270.0,1980,historical,tas,-3.8061904907226562
40.994764397905755,272.5,1980,historical,tas,-3.2860851287841797
40.994764397905755,275.0,1980,historical,tas,-3.0776424407958984
40.994764397905755,277.5,1980,historical,tas,-2.7098464965820312
40.994764397905755,280.0,1980,historical,tas,-2.5440826416015625
40.994764397905755,282.5,1980,historical,tas,-2.5800323486328125
40.994764397905755,285.0,1980,historical,tas,-2.3859806060791016
40.994764397905755,287.5,1980,historical,tas,-2.1434402465820312
40.994764397905755,290.0,1980,historical,tas,-2.0509281158447266
40.994764397905755,292.5,1980,historical,tas,-1.988173484802246
42.87958115183247,235.0,1980,historical,tas,-2.2253799438476562
42.87958115183247,237.5,1980,historical,tas,-3.5885066986083984
42.87958115183247,240.0,1980,historical,tas,-3.5910696983337402
42.87958115183247,242.5,1980,historical,tas,-3.331883430480957
42.87958115183247,245.0,1980,historical,tas,-4.200686454772949
42.87958115183247,247.5,1980,historical,tas,-4.736269950866699
42.87958115183247,250.0,1980,historical,tas,-4.727424621582031
42.87958115183247,252.5,1980,historical,tas,-4.830230236053467
42.87958115183247,255.0,1980,historical,tas,-4.001287460327148
42.87958115183247,257.5,1980,historical,tas,-4.324994087219238
42.87958115183247,260.0,1980,historical,tas,-5.013763427734375
42.87958115183247,262.5,1980,historical,tas,-5.024137496948242
42.87958115183247,265.0,1980,historical,tas,-4.756929397583008
42.87958115183247,267.5,1980,historical,tas,-4.723412036895752
42.87958115183247,270.0,1980,historical,tas,-4.332389831542969
42.87958115183247,272.5,1980,historical,tas,-3.1381587982177734
42.87958115183247,275.0,1980,historical,tas,-3.4889755249023438
42.87958115183247,277.5,1980,historical,tas,-2.9650402069091797
42.87958115183247,280.0,1980,historical,tas,-2.8394899368286133
42.87958115183247,282.5,1980,historical,tas,-2.71484375
42.87958115183247,285.0,1980,historical,tas,-2.6027474403381348
42.87958115183247,287.5,1980,historical,tas,-2.270692825317383
42.87958115183247,290.0,1980,historical,tas,-2.068303108215332
42.87958115183247,292.5,1980,historical,tas,-1.9863920211791992
44.764397905759154,235.0,1980,historical,tas,-2.153200149536133
44.764397905759154,237.5,1980,historical,tas,-3.149838447570801
44.764397905759154,240.0,1980,historical,tas,-3.485565185546875
44.764397905759154,242.5,1980,historical,tas,-3.709836006164551
44.764397905759154,245.0,1980,historical,tas,-4.034220218658447
44.764397905759154,247.5,1980,historical,tas,-4.8113226890563965
44.764397905759154,250.0,1980,historical,tas,-4.847079277038574
44.764397905759154,252.5,1980,historical,tas,-4.461171627044678
44.764397905759154,255.0,1980,historical,tas,-4.095359802246094
44.764397905759154,257.5,1980,historical,tas,-4.4143829345703125
44.764397905759154,260.0,1980,historical,tas,-4.764226913452148
44.764397905759154,262.5,1980,historical,tas,-4.6158270835876465
44.764397905759154,265.0,1980,historical,tas,-4.64453125
44.764397905759154,267.5,1980,historical,tas,-4.3932671546936035
44.764397905759154,270.0,1980,historical,tas,-4.014646053314209
44.764397905759154,272.5,1980,historical,tas,-3.5392985343933105
44.764397905759154,275.0,1980,historical,tas,-3.3799033164978027
44.764397905759154,277.5,1980,historical,tas,-2.838106632232666
44.764397905759154,280.0,1980,historical,tas,-2.6495208740234375
44.764397905759154,282.5,1980,historical,tas,-2.2726640701293945
44.764397905759154,285.0,1980,historical,tas,-2.540555477142334
44.764397905759154,287.5,1980,historical,tas,-2.4771728515625
44.764397905759154,290.0,1980,historical,tas,-2.1611151695251465
44.764397905759154,292.5,1980,historical,tas,-2.1224164962768555
46.64921465968587,235.0,1980,historical,tas,-2.0547304153442383
46.64921465968587,237.5,1980,historical,tas,-2.4107866287231445
46.64921465968587,240.0,1980,historical,tas,-2.934112548828125
46.64921465968587,242.5,1980,historical,tas,-3.4442996978759766
46.64921465968587,245.0,1980,historical,tas,-4.206021785736084
46.64921465968587,247.5,1980,historical,tas,-4.3059186935424805
46.64921465968587,250.0,1980,historical,tas,-4.4784369468688965
46.64921465968587,252.5,1980,historical,tas,-4.367680549621582
46.64921465968587,255.0,1980,historical,tas,-4.5209503173828125
46.64921465968587,257.5,1980,historical,tas,-4.801905155181885
46.64921465968587,260.0,1980,historical,tas,-4.674217700958252
46.64921465968587,262.5,1980,historical,tas,-4.561167240142822
46.64921465968587,265.0,1980,historical,tas,-3.994194507598877
46.64921465968587,267.5,1980,historical,tas,-3.5684685707092285
46.64921465968587,270.0,1980,historical,tas,-3.110713005065918
46.64921465968587,272.5,1980,historical,tas,-2.9833197593688965
46.64921465968587,275.0,1980,historical,tas,-2.861114501953125
46.64921465968587,277.5,1980,historical,tas,-2.3295540809631348
46.64921465968587,280.0,1980,historical,tas,-2.2591757774353027
46.64921465968587,282.5,1980,historical,tas,-2.191551446914673
46.64921465968587,285.0,1980,historical,tas,-2.114433526992798
46.64921465968587,287.5,1980,historical,tas,-2.0723876953125
46.64921465968587,290.0,1980,historical,tas,-2.163856267929077
46.64921465968587,292.5,1980,historical,tas,-2.2664718627929688
48.53403141361255,235.0,1980,historical,tas,-1.9980010986328125
48.53403141361255,237.5,1980,historical,tas,-2.5535759925842285
48.53403141361255,240.0,1980,historical,tas,-2.9642515182495117
48.53403141361255,242.5,1980,historical,tas,-3.9468483924865723
48.53403141361255,245.0,1980,historical,tas,-4.3882598876953125
48.53403141361255,247.5,1980,historical,tas,-4.438954830169678
48.53403141361255,250.0,1980,historical,tas,-4.407124996185303
48.53403141361255,252.5,1980,historical,tas,-4.742644786834717
48.53403141361255,255.0,1980,historical,tas,-5.2688679695129395
48.53403141361255,257.5,1980,historical,tas,-4.863710880279541
48.53403141361255,260.0,1980,historical,tas,-4.565971374511719
48.53403141361255,262.5,1980,historical,tas,-4.354414463043213
48.53403141361255,265.0,1980,historical,tas,-3.544217586517334
48.53403141361255,267.5,1980,historical,tas,-3.047612428665161
48.53403141361255,270.0,1980,historical,tas,-2.8056740760803223
48.53403141361255,272.5,1980,historical,tas,-2.8460047245025635
48.53403141361255,275.0,1980,historical,tas,-2.6172335147857666
48.53403141361255,277.5,1980,historical,tas,-2.242518186569214
48.53403141361255,280.0,1980,historical,tas,-2.1586177349090576
48.53403141361255,282.5,1980,historical,tas,-1.9515050649642944
48.53403141361255,285.0,1980,historical,tas,-1.7221742868423462
48.53403141361255,287.5,1980,historical,tas,-1.7846323251724243
48.53403141361255,290.0,1980,historical,tas,-1.9248287677764893
48.53403141361255,292.5,1980,historical,tas,-2.2164766788482666
24.031413612565444,235.0,1981,historical,tas,-2.697521209716797
24.031413612565444,237.5,1981,historical,tas,-2.6516571044921875
24.031413612565444,240.0,1981,historical,tas,-2.3888206481933594
24.031413612565444,242.5,1981,historical,tas,-2.113433837890625
24.031413612565444,245.0,1981,historical,tas,-1.8577899932861328
24.031413612565444,247.5,1981,historical,tas,-1.572998046875
24.031413612565444,250.0,1981,historical,tas,-1.532907485961914
24.031413612565444,252.5,1981,historical,tas,-1.4428939819335938
24.031413612565444,255.0,1981,historical,tas,-1.13519287109375
24.031413612565444,257.5,1981,historical,tas,-1.3498668670654297
24.031413612565444,260.0,1981,historical,tas,-1.436727523803711
24.031413612565444,262.5,1981,historical,tas,-2.362333297729492
24.031413612565444,265.0,1981,historical,tas,-2.0365142822265625
24.031413612565444,267.5,1981,historical,tas,-1.874135971069336
24.031413612565444,270.0,1981,historical,tas,-1.7590999603271484
24.031413612565444,272.5,1981,historical,tas,-1.6505661010742188
24.031413612565444,275.0,1981,historical,tas,-1.595968246459961
24.031413612565444,277.5,1981,historical,tas,-1.5959930419921875
24.031413612565444,280.0,1981,historical,tas,-1.5391788482666016
24.031413612565444,282.5,1981,historical,tas,-1.5128936767578125
24.031413612565444,285.0,1981,historical,tas,-1.4913768768310547
24.031413612565444,287.5,1981,historical,tas,-1.448385238647461
24.031413612565444,290.0,1981,historical,tas,-1.4358291625976562
24.031413612565444,292.5,1981,historical,tas,-1.4296245574951172
25.916230366492144,235.0,1981,historical,tas,-2.639537811279297
25.916230366492144,237.5,1981,historical,tas,-2.606443405151367
25.916230366492144,240.0,1981,historical,tas,-2.390542984008789
25.916230366492144,242.5,1981,historical,tas,-2.1029281616210938
25.916230366492144,245.0,1981,historical,tas,-1.8822784423828125
25.916230366492144,247.5,1981,historical,tas,-1.5834293365478516
25.916230366492144,250.0,1981,historical,tas,-1.4119701385498047
25.916230366492144,252.5,1981,historical,tas,-1.6337871551513672
25.916230366492144,255.0,1981,historical,tas,-2.012777328491211
25.916230366492144,257.5,1981,historical,tas,-2.0976638793945312
25.916230366492144,260.0,1981,historical,tas,-2.757518768310547
25.916230366492144,262.5,1981,historical,tas,-2.592287063598633
25.916230366492144,265.0,1981,historical,tas,-2.218891143798828
25.916230366492144,267.5,1981,historical,tas,-2.101337432861328
25.916230366492144,270.0,1981,historical,tas,-1.9807548522949219
25.916230366492144,272.5,1981,historical,tas,-1.8436050415039062
25.916230366492144,275.0,1981,historical,tas,-1.7334175109863281
25.916230366492144,277.5,1981,historical,tas,-1.7082138061523438
25.916230366492144,280.0,1981,historical,tas,-1.6512088775634766
25.916230366492144,282.5,1981,historical,tas,-1.5680313110351562
25.916230366492144,285.0,1981,historical,tas,-1.5635318756103516
25.916230366492144,287.5,1981,historical,tas,-1.5606327056884766
25.916230366492144,290.0,1981,historical,tas,-1.5125465393066406
25.916230366492144,292.5,1981,historical,tas,-1.48431396484375
27.801047120418843,235.0,1981,historical,tas,-2.474283218383789
27.801047120418843,237.5,1981,historical,tas,-2.4123153686523438
27.801047120418843,240.0,1981,historical,tas,-2.2127342224121094
27.801047120418843,242.5,1981,historical,tas,-2.0399322509765625
27.801047120418843,245.0,1981,historical,tas,-1.7380447387695312
27.801047120418843,247.5,1981,historical,tas,-1.4480304718017578
27.801047120418843,250.0,1981,historical,tas,-1.4978408813476562
27.801047120418843,252.5,1981,historical,tas,-2.1012191772460938
27.801047120418843,255.0,1981,historical,tas,-2.126607894897461
27.801047120418843,257.5,1981,historical,tas,-2.8762664794921875
27.801047120418843,260.0,1981,historical,tas,-3.2319202423095703
27.801047120418843,262.5,1981,historical,tas,-2.993305206298828
27.801047120418843,265.0,1981,historical,tas,-2.4681549072265625
27.801047120418843,267.5,1981,historical,tas,-2.3782291412353516
27.801047120418843,270.0,1981,historical,tas,-2.261608123779297
27.801047120418843,272.5,1981,historical,tas,-2.14349365234375
27.801047120418843,275.0,1981,historical,tas,-1.930288314819336
27.801047120418843,277.5,1981,historical,tas,-1.9124584197998047
27.801047120418843,280.0,1981,historical,tas,-1.7027702331542969
27.801047120418843,282.5,1981,historical,tas,-1.6309852600097656
27.801047120418843,285.0,1981,historical,tas,-1.665689468383789
27.801047120418843,287.5,1981,historical,tas,-1.6312942504882812
27.801047120418843,290.0,1981,historical,tas,-1.5924720764160156
27.801047120418843,292.5,1981,historical,tas,-1.5725517272949219
29.685863874345543,235.0,1981,historical,tas,-2.3395986557006836
29.685863874345543,237.5,1981,historical,tas,-2.283991813659668
29.685863874345543,240.0,1981,historical,tas,-2.1381683349609375
29.685863874345543,242.5,1981,historical,tas,-1.8953514099121094
29.685863874345543,245.0,1981,historical,tas,-1.3693389892578125
29.685863874345543,247.5,1981,historical,tas,-1.7094192504882812
29.685863874345543,250.0,1981,historical,tas,-1.8782634735107422
29.685863874345543,252.5,1981,historical,tas,-2.1695022583007812
29.685863874345543,255.0,1981,historical,tas,-2.4643707275390625
29.685863874345543,257.5,1981,historical,tas,-2.8496856689453125
29.685863874345543,260.0,1981,historical,tas,-3.1416683197021484
29.685863874345543,262.5,1981,historical,tas,-2.930746078491211
29.685863874345543,265.0,1981,historical,tas,-3.133342742919922
29.685863874345543,267.5,1981,historical,tas,-2.9783573150634766
29.685863874345543,270.0,1981,historical,tas,-2.5835647583007812
29.685863874345543,272.5,1981,historical,tas,-2.3720703125
29.685863874345543,275.0,1981,historical,tas,-2.143953323364258
29.685863874345543,277.5,1981,historical,tas,-1.9780197143554688
29.685863874345543,280.0,1981,historical,tas,-1.8497314453125
29.685863874345543,282.5,1981,historical,tas,-1.7393760681152344
29.685863874345543,285.0,1981,historical,tas,-1.7640247344970703
29.685863874345543,287.5,1981,historical,tas,-1.7170982360839844
29.685863874345543,290.0,1981,historical,tas,-1.6800403594970703
29.685863874345543,292.5,1981,historical,tas,-1.6620101928710938
31.570680628272257,235.0,1981,historical,tas,-2.2597780227661133
31.570680628272257,237.5,1981,historical,tas,-2.209540367126465
31.570680628272257,240.0,1981,historical,tas,-2.057805061340332
31.570680628272257,242.5,1981,historical,tas,-1.7108726501464844
31.570680628272257,245.0,1981,historical,tas,-1.6668624877929688
31.570680628272257,247.5,1981,historical,tas,-1.628194808959961
31.570680628272257,250.0,1981,historical,tas,-1.7825069427490234
31.570680628272257,252.5,1981,historical,tas,-2.0496902465820312
31.570680628272257,255.0,1981,historical,tas,-2.168203353881836
31.570680628272257,257.5,1981,historical,tas,-2.9623069763183594
31.570680628272257,260.0,1981,historical,tas,-2.5929946899414062
31.570680628272257,262.5,1981,historical,tas,-2.6085033416748047
31.570680628272257,265.0,1981,historical,tas,-3.125225067138672
31.570680628272257,267.5,1981,historical,tas,-3.1803340911865234
31.570680628272257,270.0,1981,historical,tas,-2.804290771484375
31.570680628272257,272.5,1981,historical,tas,-2.6503562927246094
31.570680628272257,275.0,1981,historical,tas,-2.439786911010742
31.570680628272257,277.5,1981,historical,tas,-2.2307605743408203
31.570680628272257,280.0,1981,historical,tas,-2.020977020263672
31.570680628272257,282.5,1981,historical,tas,-1.8858013153076172
31.570680628272257,285.0,1981,historical,tas,-1.8503189086914062
31.570680628272257,287.5,1981,historical,tas,-1.8170738220214844
31.570680628272257,290.0,1981,historical,tas,-1.7904777526855469
31.570680628272257,292.5,1981,historical,tas,-1.7520999908447266
